iter	Logloss
697	0.123049409
698	0.1229765029
699	0.1228524798
700	0.1227192379
701	0.1226189205
702	0.1224584125
703	0.1222979954
704	0.1221496491
705	0.1220654806
706	0.1218957084
707	0.121743402
708	0.1216400328
709	0.1214687347
710	0.1213290714
711	0.1211635499
712	0.1210120973
713	0.120935985
714	0.1207699094
715	0.1206670034
716	0.1204895201
717	0.1203645252
718	0.1202042171
719	0.1200166793
720	0.1198404585
721	0.1196690514
722	0.1194514229
723	0.1192612421
724	0.1191039857
725	0.1189179193
726	0.1188217254
727	0.1186890829
728	0.1185969489
729	0.1184786842
730	0.1183061872
731	0.1182364691
732	0.1179574331
733	0.1177774157
734	0.1176324481
735	0.1174403781
736	0.1172948837
737	0.1171832312
738	0.1170163291
739	0.1168688184
740	0.1167440142
741	0.1165800276
742	0.1164441517
743	0.1163399378
744	0.1162918182
745	0.1161708287
746	0.1159908295
747	0.1158615112
748	0.1157297861
749	0.1156402043
750	0.1155051822
751	0.1153646015
752	0.1152697154
753	0.1151123955
754	0.1149176643
755	0.1147715341
756	0.1147029695
757	0.1146139599
758	0.1145161492
759	0.1143066043
760	0.1142023268
761	0.1140334175
762	0.1139010111
763	0.1137271609
764	0.1136595408
765	0.1135875157
766	0.1133645739
767	0.1132999783
768	0.1131760552
769	0.1130652382
770	0.1128897894
771	0.1127165022
772	0.1125047502
773	0.112373461
774	0.1122275761
775	0.1119750068
776	0.111870357
777	0.1117797761
778	0.1116784414
779	0.1115891774
780	0.1114722025
781	0.1113414219
782	0.1112609227
783	0.111183657
784	0.1110361372
785	0.1109866097
786	0.1108309246
787	0.1107681547
788	0.1106000264
789	0.1104927971
790	0.1103878748
791	0.1101949419
792	0.1101508731
793	0.1100641523
794	0.1098729542
795	0.1097457886
796	0.1096206029
797	0.1095373608
798	0.1094523839
799	0.1093382881
800	0.1092235565
801	0.1091145924
802	0.1090174175
803	0.1088905153
804	0.1086399169
805	0.1084996905
806	0.1084378924
807	0.1083614168
808	0.1082290195
809	0.1080934797
810	0.1078663236
811	0.1078061603
812	0.1077130817
813	0.1075602486
814	0.1074602945
815	0.1073499407
816	0.1071639106
817	0.1070924123
818	0.1070304871
819	0.1068924313
820	0.1068136397
821	0.1066955021
822	0.1065650758
823	0.1064555849
824	0.1063763482
825	0.106248456
826	0.1061071487
827	0.1059775307
828	0.1059172312
829	0.1058596838
830	0.1057361784
831	0.1057080768
832	0.1054745629
833	0.1053522019
834	0.1052270617
835	0.1051567623
836	0.1050173805
837	0.1048278082
838	0.1047474997
839	0.1047041938
840	0.1045807157
841	0.1044993355
842	0.1043775377
843	0.1043088459
844	0.1042231424
845	0.1040698279
846	0.1038460504
847	0.1036998385
848	0.1034864789
849	0.103398532
850	0.1032722564
851	0.10318965
852	0.1029995146
853	0.1028391066
854	0.1028136935
855	0.1027410235
856	0.1026169641
857	0.1025398981
858	0.1024038769
859	0.1023299717
860	0.1021780922
861	0.1021097547
862	0.1020175389
863	0.1018836067
864	0.1017274947
865	0.101560193
866	0.1014688583
867	0.1013791493
868	0.1012819563
869	0.1012222653
870	0.1011971247
871	0.1011354356
872	0.1010617937
873	0.1009227208
874	0.1008475077
875	0.1007337661
876	0.1006528582
877	0.1005950928
878	0.1004353296
879	0.1003002439
880	0.1002647854
881	0.1001182647
882	0.1000089555
883	0.0999046689
884	0.09981175377
885	0.0997462863
886	0.09969666799
887	0.09961442493
888	0.09951124645
889	0.09946527027
890	0.09924456278
891	0.09907450903
892	0.09896130335
893	0.09884233021
894	0.09876253037
895	0.09868189494
896	0.0985867909
897	0.09849902562
898	0.09841874441
899	0.09824559348
900	0.09819593884
901	0.09808791024
902	0.09802019028
903	0.09785217104
904	0.09782080877
905	0.09768189022
906	0.09759641375
907	0.09748371669
908	0.09731260027
909	0.09720066616
910	0.09713223775
911	0.09702106657
912	0.096929641
913	0.09665836153
914	0.0965394338
915	0.09646837144
916	0.09633970715
917	0.09622849964
918	0.09606803712
919	0.09601963588
920	0.09584750221
921	0.09565505981
922	0.09548494248
923	0.09533885774
924	0.09521767753
925	0.09502292815
926	0.09489219302
927	0.09479252043
928	0.0946291424
929	0.09457677205
930	0.09449768066
931	0.09445028759
932	0.09426292238
933	0.09415673755
934	0.09404834566
935	0.09391733805
936	0.09384778341
937	0.09376099904
938	0.09363030933
939	0.09357717605
940	0.0934971219
941	0.09340140933
942	0.09324877603
943	0.09309834072
944	0.09302483513
945	0.09284139361
946	0.09269995916
947	0.09260450999
948	0.09251452855
949	0.09237061455
950	0.09232595535
951	0.09218373072
952	0.09216635568
953	0.09199572972
954	0.09188329606
955	0.09183812823
956	0.09176978157
957	0.09171351478
958	0.09158376058
959	0.09141297113
960	0.09128146399
961	0.09118127369
962	0.09112125578
963	0.0910535994
964	0.09091815948
965	0.09085671561
966	0.09080547151
967	0.09075392768
968	0.09066628047
969	0.09060850598
970	0.09050254822
971	0.09037642706
972	0.09025580088
973	0.09019045149
974	0.0901330857
975	0.09004661015
976	0.08992384048
977	0.0899042402
978	0.08970794678
979	0.0896005903
980	0.08945678529
981	0.08937703087
982	0.08935916537
983	0.08921843029
984	0.0890642257
985	0.08893676031
986	0.08888224647
987	0.08886956714
988	0.08878344581
989	0.08872887748
990	0.0886453901
991	0.08857441857
992	0.08844850631
993	0.08830499195
994	0.0882156917
995	0.08815858024
996	0.08802808126
997	0.08797014327
998	0.08783912659
999	0.08778054374
